source,series_id,series_label,weighting,window,class,long_side,excess_convention,n_months,ann_arith_return_pct,ann_geo_return_pct,ann_vol_pct,sharpe_excess_rf,max_drawdown_pct
french,IND49_Chems,49 Industries: Chems,vw,W_select,a,n/a,subtract_rf,27,-0.7733,-2.3976,18.447,-0.2987,-20.8587
french,IND49_Chems,49 Industries: Chems,ew,W_select,a,n/a,subtract_rf,27,2.8444,-0.3545,25.7741,-0.0732,-24.3272
french,IND49_Chips,49 Industries: Chips,vw,W_common,a,n/a,subtract_rf,15,49.64,60.3444,18.374,2.4166,-3.28
french,IND49_Chips,49 Industries: Chips,ew,W_common,a,n/a,subtract_rf,15,25.584,25.4075,24.2713,0.8387,-6.6695
french,IND49_Chips,49 Industries: Chips,vw,W_select,a,n/a,subtract_rf,27,40.4178,45.895,20.8921,1.7098,-16.0202
french,IND49_Chips,49 Industries: Chips,ew,W_select,a,n/a,subtract_rf,27,25.3333,24.5015,25.9219,0.7946,-20.1574
french,IND49_Clths,49 Industries: Clths,vw,W_common,a,n/a,subtract_rf,15,10.328,8.0073,23.4328,0.2199,-21.3812
french,IND49_Clths,49 Industries: Clths,ew,W_common,a,n/a,subtract_rf,15,21.304,19.9598,25.5587,0.6306,-9.2921
french,IND49_Clths,49 Industries: Clths,vw,W_select,a,n/a,subtract_rf,27,-0.1111,-3.0798,24.5657,-0.1973,-33.2827
french,IND49_Clths,49 Industries: Clths,ew,W_select,a,n/a,subtract_rf,27,10.5822,7.8397,25.1894,0.2326,-26.492
french,IND49_Cnstr,49 Industries: Cnstr,vw,W_common,a,n/a,subtract_rf,15,39.608,40.1107,34.2972,1.0044,-15.27
french,IND49_Cnstr,49 Industries: Cnstr,ew,W_common,a,n/a,subtract_rf,15,34.352,32.7497,34.9571,0.8349,-16.39
french,IND49_Cnstr,49 Industries: Cnstr,vw,W_select,a,n/a,subtract_rf,27,31.5422,31.2503,29.1207,0.9217,-26.3864
french,IND49_Cnstr,49 Industries: Cnstr,ew,W_select,a,n/a,subtract_rf,27,25.9467,23.8015,30.3713,0.6994,-29.9402
french,IND49_Coal,49 Industries: Coal,vw,W_common,a,n/a,subtract_rf,15,-4.224,-8.3714,30.6927,-0.3064,-22.1261
french,IND49_Coal,49 Industries: Coal,ew,W_common,a,n/a,subtract_rf,15,0.568,-4.0281,31.8003,-0.1449,-20.5435
french,IND49_Coal,49 Industries: Coal,vw,W_select,a,n/a,subtract_rf,27,10.1733,5.2118,32.3863,0.168,-43.3291
french,IND49_Coal,49 Industries: Coal,ew,W_select,a,n/a,subtract_rf,27,31.5511,27.5974,38.824,0.6903,-32.1573
french,IND49_Drugs,49 Industries: Drugs,vw,W_common,a,n/a,subtract_rf,15,10.4,9.7193,15.2898,0.3425,-13.5549
french,IND49_Drugs,49 Industries: Drugs,ew,W_common,a,n/a,subtract_rf,15,10.992,6.8633,30.9176,0.188,-21.1148
french,IND49_Drugs,49 Industries: Drugs,vw,W_select,a,n/a,subtract_rf,27,17.9378,17.9874,16.4379,0.8025,-15.8874
french,IND49_Drugs,49 Industries: Drugs,ew,W_select,a,n/a,subtract_rf,27,16.1511,13.0063,28.4704,0.4011,-37.8619
french,IND49_ElcEq,49 Industries: ElcEq,vw,W_common,a,n/a,subtract_rf,15,11.6,8.0252,28.7146,0.2235,-9.26
french,IND49_ElcEq,49 Industries: ElcEq,ew,W_common,a,n/a,subtract_rf,15,7.408,2.8596,31.2117,0.0713,-20.073
french,IND49_ElcEq,49 Industries: ElcEq,vw,W_select,a,n/a,subtract_rf,27,22.0222,19.0277,30.7481,0.5622,-24.4192
french,IND49_ElcEq,49 Industries: ElcEq,ew,W_select,a,n/a,subtract_rf,27,17.1067,11.5926,35.7865,0.3456,-29.5422
french,IND49_FabPr,49 Industries: FabPr,vw,W_common,a,n/a,subtract_rf,15,28.68,17.8803,52.6499,0.446,-16.1672
french,IND49_FabPr,49 Industries: FabPr,ew,W_common,a,n/a,subtract_rf,15,44.088,48.2059,30.7255,1.2655,-5.5909
french,IND49_FabPr,49 Industries: FabPr,vw,W_select,a,n/a,subtract_rf,27,25.4178,17.7057,44.3067,0.4667,-25.9341
french,IND49_FabPr,49 Industries: FabPr,ew,W_select,a,n/a,subtract_rf,27,39.6356,42.1114,29.5608,1.181,-19.4607
french,IND49_Fin,49 Industries: Fin,vw,W_common,a,n/a,subtract_rf,15,39.552,44.351,22.4353,1.5305,-6.55
french,IND49_Fin,49 Industries: Fin,ew,W_common,a,n/a,subtract_rf,15,26.616,28.2745,17.8162,1.2018,-5.86
french,IND49_Fin,49 Industries: Fin,vw,W_select,a,n/a,subtract_rf,27,30.1778,32.1068,20.6605,1.2326,-13.2927
french,IND49_Fin,49 Industries: Fin,ew,W_select,a,n/a,subtract_rf,27,20.48,20.8745,16.9289,0.9308,-12.1953
french,IND49_Food,49 Industries: Food,vw,W_common,a,n/a,subtract_rf,15,1.04,0.2765,12.7778,-0.3248,-9.1395
french,IND49_Food,49 Industries: Food,ew,W_common,a,n/a,subtract_rf,15,5.696,4.4385,16.9007,0.0308,-6.82
french,IND49_Food,49 Industries: Food,vw,W_select,a,n/a,subtract_rf,27,-4.6178,-5.1037,11.2382,-0.8342,-19.5203
french,IND49_Food,49 Industries: Food,ew,W_select,a,n/a,subtract_rf,27,-6.1022,-6.8587,14.2515,-0.7619,-24.7828
french,IND49_Fun,49 Industries: Fun,vw,W_common,a,n/a,subtract_rf,15,48.472,57.826,20.6547,2.0946,-9.52
french,IND49_Fun,49 Industries: Fun,ew,W_common,a,n/a,subtract_rf,15,6.072,4.3,19.7743,0.0452,-8.57
french,IND49_Fun,49 Industries: Fun,vw,W_select,a,n/a,subtract_rf,27,31.04,32.3686,23.6951,1.1123,-20.2776
french,IND49_Fun,49 Industries: Fun,ew,W_select,a,n/a,subtract_rf,27,1.5378,-0.4715,20.3323,-0.1569,-18.6793
french,IND49_Gold,49 Industries: Gold,vw,W_common,a,n/a,subtract_rf,15,14.672,8.1588,38.2199,0.2488,-28.7834
french,IND49_Gold,49 Industries: Gold,ew,W_common,a,n/a,subtract_rf,15,23.232,15.3418,44.8893,0.4025,-24.5958
french,IND49_Gold,49 Industries: Gold,vw,W_select,a,n/a,subtract_rf,27,58.0756,66.1753,36.1795,1.4732,-28.7834
french,IND49_Gold,49 Industries: Gold,ew,W_select,a,n/a,subtract_rf,27,80.5022,99.3407,46.2644,1.6362,-24.5958
french,IND49_Guns,49 Industries: Guns,vw,W_common,a,n/a,subtract_rf,15,37.32,41.6665,20.9097,1.5397,-7.27
french,IND49_Guns,49 Industries: Guns,ew,W_common,a,n/a,subtract_rf,15,80.88,106.3588,38.3979,1.9693,-7.96
french,IND49_Guns,49 Industries: Guns,vw,W_select,a,n/a,subtract_rf,27,27.3733,27.3284,24.7216,0.9181,-17.1246
french,IND49_Guns,49 Industries: Guns,ew,W_select,a,n/a,subtract_rf,27,63.2267,68.1155,48.2359,1.213,-28.2016
french,IND49_Hardw,49 Industries: Hardw,vw,W_common,a,n/a,subtract_rf,15,27.24,29.7734,13.8818,1.5843,-5.95
french,IND49_Hardw,49 Industries: Hardw,ew,W_common,a,n/a,subtract_rf,15,28.992,29.5102,25.1151,0.9459,-10.38
french,IND49_Hardw,49 Industries: Hardw,vw,W_select,a,n/a,subtract_rf,27,27.0578,28.7052,18.0508,1.2371,-14.86
french,IND49_Hardw,49 Industries: Hardw,ew,W_select,a,n/a,subtract_rf,27,24.3778,23.8339,24.3914,0.8052,-20.0884
french,IND49_Hlth,49 Industries: Hlth,vw,W_common,a,n/a,subtract_rf,15,7.744,5.572,22.0414,0.1167,-16.9585
french,IND49_Hlth,49 Industries: Hlth,ew,W_common,a,n/a,subtract_rf,15,4.048,1.3216,24.7407,-0.0456,-14.8979
french,IND49_Hlth,49 Industries: Hlth,vw,W_select,a,n/a,subtract_rf,27,20.8489,20.0958,22.35,0.7213,-16.9585
french,IND49_Hlth,49 Industries: Hlth,ew,W_select,a,n/a,subtract_rf,27,9.7822,7.1379,24.7691,0.2041,-17.1251
french,IND49_Hshld,49 Industries: Hshld,vw,W_common,a,n/a,subtract_rf,15,12.088,11.8534,13.3729,0.5187,-6.12
french,IND49_Hshld,49 Industries: Hshld,ew,W_common,a,n/a,subtract_rf,15,-8.728,-11.8843,28.6347,-0.4854,-22.9692
french,IND49_Hshld,49 Industries: Hshld,vw,W_select,a,n/a,subtract_rf,27,2.4667,1.7393,12.4274,-0.1831,-15.1579
french,IND49_Hshld,49 Industries: Hshld,ew,W_select,a,n/a,subtract_rf,27,-10.6089,-12.8406,25.0493,-0.6124,-37.3773
french,IND49_Insur,49 Industries: Insur,vw,W_common,a,n/a,subtract_rf,15,14.864,14.249,17.5902,0.5524,-11.15
french,IND49_Insur,49 Industries: Insur,ew,W_common,a,n/a,subtract_rf,15,40.08,45.8529,19.6265,1.7788,-5.62
french,IND49_Insur,49 Industries: Insur,vw,W_select,a,n/a,subtract_rf,27,5.7156,4.1757,18.1588,0.0545,-22.9987
french,IND49_Insur,49 Industries: Insur,ew,W_select,a,n/a,subtract_rf,27,25.9156,27.4644,17.3094,1.2272,-6.15
french,IND49_LabEq,49 Industries: LabEq,vw,W_common,a,n/a,subtract_rf,15,12.656,10.8897,22.0857,0.3387,-9.8789
french,IND49_LabEq,49 Industries: LabEq,ew,W_common,a,n/a,subtract_rf,15,4.704,2.0699,23.665,-0.0199,-12.1192
french,IND49_LabEq,49 Industries: LabEq,vw,W_select,a,n/a,subtract_rf,27,14.7644,13.4087,20.961,0.4789,-22.2196
french,IND49_LabEq,49 Industries: LabEq,ew,W_select,a,n/a,subtract_rf,27,10.8889,8.1366,25.0085,0.2461,-23.4479
french,IND49_Mach,49 Industries: Mach,vw,W_common,a,n/a,subtract_rf,15,17.472,16.4546,21.4995,0.5717,-8.84
french,IND49_Mach,49 Industries: Mach,ew,W_common,a,n/a,subtract_rf,15,27.512,26.3455,30.1126,0.7408,-6.4944
french,IND49_Mach,49 Industries: Mach,vw,W_select,a,n/a,subtract_rf,27,23.1689,23.4768,19.9357,0.9244,-15.2552
french,IND49_Mach,49 Industries: Mach,ew,W_select,a,n/a,subtract_rf,27,23.9289,23.1563,25.4242,0.755,-18.3253
french,IND49_Meals,49 Industries: Meals,vw,W_common,a,n/a,subtract_rf,15,17.928,18.4282,13.9618,0.9132,-7.6762
french,IND49_Meals,49 Industries: Meals,ew,W_common,a,n/a,subtract_rf,15,16.736,16.9169,14.8199,0.7788,-4.18
french,IND49_Meals,49 Industries: Meals,vw,W_select,a,n/a,subtract_rf,27,9.8578,9.289,14.0327,0.3661,-13.6974
french,IND49_Meals,49 Industries: Meals,ew,W_select,a,n/a,subtract_rf,27,4.8844,3.4196,17.8281,0.0087,-20.1461
french,IND49_MedEq,49 Industries: MedEq,vw,W_common,a,n/a,subtract_rf,15,19.128,19.2558,17.3522,0.8043,-6.2158
french,IND49_MedEq,49 Industries: MedEq,ew,W_common,a,n/a,subtract_rf,15,-4.56,-7.1177,24.396,-0.3985,-17.8434
french,IND49_MedEq,49 Industries: MedEq,vw,W_select,a,n/a,subtract_rf,27,12.1511,11.4382,16.3708,0.4543,-9.5293
french,IND49_MedEq,49 Industries: MedEq,ew,W_select,a,n/a,subtract_rf,27,-14.8,-15.8551,21.8435,-0.8946,-35.4707
french,IND49_Mines,49 Industries: Mines,vw,W_common,a,n/a,subtract_rf,15,19.504,17.2853,27.6229,0.5188,-14.883
french,IND49_Mines,49 Industries: Mines,ew,W_common,a,n/a,subtract_rf,15,15.656,13.5838,24.5689,0.4258,-13.8304
french,IND49_Mines,49 Industries: Mines,vw,W_select,a,n/a,subtract_rf,27,26.8089,27.501,21.9684,1.0048,-17.2115
french,IND49_Mines,49 Industries: Mines,ew,W_select,a,n/a,subtract_rf,27,26.1378,26.4041,22.6732,0.9424,-13.8304
french,IND49_Oil,49 Industries: Oil,vw,W_common,a,n/a,subtract_rf,15,-3.752,-4.8457,16.1537,-0.5528,-10.5364
french,IND49_Oil,49 Industries: Oil,ew,W_common,a,n/a,subtract_rf,15,-4.24,-5.7403,18.9955,-0.4953,-10.6372
french,IND49_Oil,49 Industries: Oil,vw,W_select,a,n/a,subtract_rf,27,2.0089,0.6159,16.7717,-0.162,-16.5253
french,IND49_Oil,49 Industries: Oil,ew,W_select,a,n/a,subtract_rf,27,-5.2489,-7.04,20.2632,-0.4924,-28.9919
french,IND49_Other,49 Industries: Other,vw,W_common,a,n/a,subtract_rf,15,25.288,27.09,15.2492,1.3227,-6.26
french,IND49_Other,49 Industries: Other,ew,W_common,a,n/a,subtract_rf,15,-18.464,-17.6512,13.0661,-1.8053,-22.2909
french,IND49_Other,49 Industries: Other,vw,W_select,a,n/a,subtract_rf,27,20.5244,21.4409,14.0735,1.1252,-6.26
french,IND49_Other,49 Industries: Other,ew,W_select,a,n/a,subtract_rf,27,-27.1956,-25.3704,18.7811,-1.7008,-47.1979
french,IND49_Paper,49 Industries: Paper,vw,W_common,a,n/a,subtract_rf,15,17.272,17.2629,16.342,0.7413,-6.8763
french,IND49_Paper,49 Industries: Paper,ew,W_common,a,n/a,subtract_rf,15,21.472,20.0223,25.8197,0.6304,-9.7839
french,IND49_Paper,49 Industries: Paper,vw,W_select,a,n/a,subtract_rf,27,2.8356,1.5867,16.1967,-0.1174,-20.9335
french,IND49_Paper,49 Industries: Paper,ew,W_select,a,n/a,subtract_rf,27,-3.1511,-5.9473,24.6655,-0.3198,-34.501
french,IND49_PerSv,49 Industries: PerSv,vw,W_common,a,n/a,subtract_rf,15,27.0,27.8325,21.63,1.0094,-11.92
french,IND49_PerSv,49 Industries: PerSv,ew,W_common,a,n/a,subtract_rf,15,28.208,26.978,30.5797,0.7525,-10.3419
french,IND49_PerSv,49 Industries: PerSv,vw,W_select,a,n/a,subtract_rf,27,14.7778,13.5228,20.4683,0.492,-19.0858
french,IND49_PerSv,49 Industries: PerSv,ew,W_select,a,n/a,subtract_rf,27,14.3556,11.6395,26.7669,0.3598,-15.7712
french,IND49_RlEst,49 Industries: RlEst,vw,W_common,a,n/a,subtract_rf,15,31.072,30.1245,31.391,0.8246,-11.35
french,IND49_RlEst,49 Industries: RlEst,ew,W_common,a,n/a,subtract_rf,15,-13.4,-14.5387,21.7066,-0.855,-18.6516
french,IND49_RlEst,49 Industries: RlEst,vw,W_select,a,n/a,subtract_rf,27,26.7111,25.7262,27.7219,0.793,-17.4867
french,IND49_RlEst,49 Industries: RlEst,ew,W_select,a,n/a,subtract_rf,27,-7.0267,-8.8284,21.2875,-0.5517,-32.0976
french,IND49_Rtail,49 Industries: Rtail,vw,W_common,a,n/a,subtract_rf,15,37.008,42.5705,14.9809,2.1197,-5.07
french,IND49_Rtail,49 Industries: Rtail,ew,W_common,a,n/a,subtract_rf,15,22.28,17.7434,36.8266,0.4642,-12.9928
french,IND49_Rtail,49 Industries: Rtail,vw,W_select,a,n/a,subtract_rf,27,24.2311,25.6988,15.4898,1.2622,-13.2723
french,IND49_Rtail,49 Industries: Rtail,ew,W_select,a,n/a,subtract_rf,27,14.4,10.7794,30.2809,0.3195,-22.6451
french,IND49_Rubbr,49 Industries: Rubbr,vw,W_common,a,n/a,subtract_rf,15,4.384,2.5409,19.9615,-0.0396,-11.0394
french,IND49_Rubbr,49 Industries: Rubbr,ew,W_common,a,n/a,subtract_rf,15,-3.952,-5.6257,19.8565,-0.4598,-14.8318
french,IND49_Rubbr,49 Industries: Rubbr,vw,W_select,a,n/a,subtract_rf,27,3.9289,2.115,19.2384,-0.0416,-25.8789
french,IND49_Rubbr,49 Industries: Rubbr,ew,W_select,a,n/a,subtract_rf,27,-1.1689,-3.3434,21.9472,-0.2689,-19.3843
french,IND49_Ships,49 Industries: Ships,vw,W_common,a,n/a,subtract_rf,15,34.376,38.4136,17.5987,1.6624,-5.83
french,IND49_Ships,49 Industries: Ships,ew,W_common,a,n/a,subtract_rf,15,17.792,16.6534,22.3384,0.564,-11.973
french,IND49_Ships,49 Industries: Ships,vw,W_select,a,n/a,subtract_rf,27,27.9867,29.9771,17.4872,1.3339,-11.5339
french,IND49_Ships,49 Industries: Ships,ew,W_select,a,n/a,subtract_rf,27,9.8711,8.0332,20.96,0.2454,-20.296
french,IND49_Smoke,49 Industries: Smoke,vw,W_common,a,n/a,subtract_rf,15,27.912,29.8368,18.1585,1.2542,-8.26
french,IND49_Smoke,49 Industries: Smoke,ew,W_common,a,n/a,subtract_rf,15,-33.92,-32.6879,32.0631,-1.2203,-43.2228
french,IND49_Smoke,49 Industries: Smoke,vw,W_select,a,n/a,subtract_rf,27,29.0089,30.6433,20.3735,1.1918,-15.2812
french,IND49_Smoke,49 Industries: Smoke,ew,W_select,a,n/a,subtract_rf,27,-44.7244,-39.1276,27.8393,-1.7785,-70.9027
french,IND49_Soda,49 Industries: Soda,vw,W_common,a,n/a,subtract_rf,15,9.048,8.7188,11.8133,0.3292,-10.477
french,IND49_Soda,49 Industries: Soda,ew,W_common,a,n/a,subtract_rf,15,34.976,37.0968,25.7512,1.1542,-8.06
french,IND49_Soda,49 Industries: Soda,vw,W_select,a,n/a,subtract_rf,27,14.0133,14.0609,12.8656,0.7215,-10.477
french,IND49_Soda,49 Industries: Soda,ew,W_select,a,n/a,subtract_rf,27,28.0089,29.3453,20.6915,1.1234,-8.06
french,IND49_Softw,49 Industries: Softw,vw,W_common,a,n/a,subtract_rf,15,31.568,35.1928,15.0978,1.745,-5.07
french,IND49_Softw,49 Industries: Softw,ew,W_common,a,n/a,subtract_rf,15,31.032,32.4764,23.9122,1.0785,-7.63
french,IND49_Softw,49 Industries: Softw,vw,W_select,a,n/a,subtract_rf,27,27.2933,29.1272,17.5221,1.2888,-14.822
french,IND49_Softw,49 Industries: Softw,ew,W_select,a,n/a,subtract_rf,27,18.6667,16.7585,25.563,0.5456,-19.8725
french,IND49_Steel,49 Industries: Steel,vw,W_common,a,n/a,subtract_rf,15,7.792,3.9371,28.4871,0.0919,-19.6198
french,IND49_Steel,49 Industries: Steel,ew,W_common,a,n/a,subtract_rf,15,31.792,32.6193,26.7958,0.9932,-8.32
french,IND49_Steel,49 Industries: Steel,vw,W_select,a,n/a,subtract_rf,27,25.4267,24.9262,24.4354,0.8462,-19.6198
french,IND49_Steel,49 Industries: Steel,ew,W_select,a,n/a,subtract_rf,27,41.3111,46.8416,22.067,1.6565,-8.32
french,IND49_Telcm,49 Industries: Telcm,vw,W_common,a,n/a,subtract_rf,15,19.896,20.3422,16.2383,0.9068,-7.96
french,IND49_Telcm,49 Industries: Telcm,ew,W_common,a,n/a,subtract_rf,15,12.496,10.8801,21.6442,0.3381,-16.3257
french,IND49_Telcm,49 Industries: Telcm,vw,W_select,a,n/a,subtract_rf,27,14.4933,14.1617,15.6504,0.6247,-8.2636
french,IND49_Telcm,49 Industries: Telcm,ew,W_select,a,n/a,subtract_rf,27,15.6711,14.8533,19.24,0.5686,-16.3257
french,IND49_Toys,49 Industries: Toys,vw,W_common,a,n/a,subtract_rf,15,2.048,-0.2974,22.1483,-0.1411,-6.7242
french,IND49_Toys,49 Industries: Toys,ew,W_common,a,n/a,subtract_rf,15,-16.824,-17.4514,21.667,-1.0159,-21.7884
french,IND49_Toys,49 Industries: Toys,vw,W_select,a,n/a,subtract_rf,27,8.3378,6.5449,20.1327,0.179,-15.9181
french,IND49_Toys,49 Industries: Toys,ew,W_select,a,n/a,subtract_rf,27,-11.32,-16.7524,41.2877,-0.3887,-47.3636
french,IND49_Trans,49 Industries: Trans,vw,W_common,a,n/a,subtract_rf,15,17.608,16.7294,20.9703,0.5924,-8.63
french,IND49_Trans,49 Industries: Trans,ew,W_common,a,n/a,subtract_rf,15,18.352,16.7243,24.7124,0.5325,-6.96
french,IND49_Trans,49 Industries: Trans,vw,W_select,a,n/a,subtract_rf,27,14.4844,13.7483,17.8768,0.5459,-15.7688
french,IND49_Trans,49 Industries: Trans,ew,W_select,a,n/a,subtract_rf,27,12.0889,10.1566,22.3048,0.33,-22.6538
french,IND49_Txtls,49 Industries: Txtls,vw,W_common,a,n/a,subtract_rf,15,30.536,24.2984,44.0026,0.5765,-18.3872
french,IND49_Txtls,49 Industries: Txtls,ew,W_common,a,n/a,subtract_rf,15,27.952,26.5754,29.9844,0.7596,-10.96
french,IND49_Txtls,49 Industries: Txtls,vw,W_select,a,n/a,subtract_rf,27,12.5911,6.7673,36.4019,0.2162,-31.6585
french,IND49_Txtls,49 Industries: Txtls,ew,W_select,a,n/a,subtract_rf,27,4.5822,1.2121,26.7058,-0.0055,-24.3452
french,IND49_Util,49 Industries: Util,vw,W_common,a,n/a,subtract_rf,15,28.16,30.6208,15.6697,1.4697,-7.78
french,IND49_Util,49 Industries: Util,ew,W_common,a,n/a,subtract_rf,15,23.8,25.1143,16.0131,1.1635,-6.47
french,IND49_Util,49 Industries: Util,vw,W_select,a,n/a,subtract_rf,27,21.7111,23.0246,12.9785,1.3125,-7.78
french,IND49_Util,49 Industries: Util,ew,W_select,a,n/a,subtract_rf,27,20.5733,21.6635,12.9936,1.2199,-6.47
french,IND49_Whlsl,49 Industries: Whlsl,vw,W_common,a,n/a,subtract_rf,15,17.832,17.4443,18.8933,0.6702,-8.6
french,IND49_Whlsl,49 Industries: Whlsl,ew,W_common,a,n/a,subtract_rf,15,11.064,9.6974,19.6425,0.2998,-9.066
french,IND49_Whlsl,49 Industries: Whlsl,vw,W_select,a,n/a,subtract_rf,27,14.5867,14.4477,14.626,0.675,-8.6
french,IND49_Whlsl,49 Industries: Whlsl,ew,W_select,a,n/a,subtract_rf,27,5.8044,4.452,17.4098,0.0619,-13.7344
french,INV_D_decile01,10 Portfolios Formed on Investment - decile 1 (Lo),vw,W_common,a,n/a,subtract_rf,15,23.04,23.6004,18.9385,0.9433,-7.98
french,INV_D_decile01,10 Portfolios Formed on Investment - decile 1 (Lo),ew,W_common,a,n/a,subtract_rf,15,12.504,9.8121,25.8372,0.2832,-15.335
french,INV_D_decile01,10 Portfolios Formed on Investment - decile 1 (Lo),vw,W_select,a,n/a,subtract_rf,27,22.1467,23.0541,16.0158,1.0885,-7.98
french,INV_D_decile01,10 Portfolios Formed on Investment - decile 1 (Lo),ew,W_select,a,n/a,subtract_rf,27,5.6267,2.8867,23.8973,0.0376,-24.8236
french,INV_D_decile02,10 Portfolios Formed on Investment - decile 2 (2),vw,W_common,a,n/a,subtract_rf,15,17.824,18.37,13.4848,0.9356,-5.7175
french,INV_D_decile02,10 Portfolios Formed on Investment - decile 2 (2),ew,W_common,a,n/a,subtract_rf,15,22.408,22.1011,22.3851,0.7688,-5.66
french,INV_D_decile02,10 Portfolios Formed on Investment - decile 2 (2),vw,W_select,a,n/a,subtract_rf,27,19.2667,18.735,20.5976,0.7055,-19.6594
french,INV_D_decile02,10 Portfolios Formed on Investment - decile 2 (2),ew,W_select,a,n/a,subtract_rf,27,15.5378,14.4417,20.448,0.5289,-19.1468
french,INV_D_decile03,10 Portfolios Formed on Investment - decile 3 (3),vw,W_common,a,n/a,subtract_rf,15,23.976,25.7371,13.5275,1.3902,-6.0
french,INV_D_decile03,10 Portfolios Formed on Investment - decile 3 (3),ew,W_common,a,n/a,subtract_rf,15,20.672,20.3498,20.9485,0.7393,-5.81
french,INV_D_decile03,10 Portfolios Formed on Investment - decile 3 (3),vw,W_select,a,n/a,subtract_rf,27,18.64,19.4944,12.0363,1.1584,-7.9863
french,INV_D_decile03,10 Portfolios Formed on Investment - decile 3 (3),ew,W_select,a,n/a,subtract_rf,27,16.2933,15.7028,18.4871,0.6261,-16.924
french,INV_D_decile04,10 Portfolios Formed on Investment - decile 4 (4),vw,W_common,a,n/a,subtract_rf,15,26.656,29.3525,11.8089,1.8147,-4.19
french,INV_D_decile04,10 Portfolios Formed on Investment - decile 4 (4),ew,W_common,a,n/a,subtract_rf,15,23.432,24.1415,18.7691,0.9716,-6.15
french,INV_D_decile04,10 Portfolios Formed on Investment - decile 4 (4),vw,W_select,a,n/a,subtract_rf,27,19.0356,20.0168,11.6316,1.2326,-8.8188
french,INV_D_decile04,10 Portfolios Formed on Investment - decile 4 (4),ew,W_select,a,n/a,subtract_rf,27,17.1156,16.9985,16.6231,0.7461,-14.1167
french,INV_D_decile05,10 Portfolios Formed on Investment - decile 5 (5),vw,W_common,a,n/a,subtract_rf,15,24.856,26.6895,14.4746,1.3607,-6.72
french,INV_D_decile05,10 Portfolios Formed on Investment - decile 5 (5),ew,W_common,a,n/a,subtract_rf,15,20.872,20.7699,20.1706,0.7778,-6.23
french,INV_D_decile05,10 Portfolios Formed on Investment - decile 5 (5),vw,W_select,a,n/a,subtract_rf,27,19.1556,19.9704,13.0061,1.1124,-11.5047
french,INV_D_decile05,10 Portfolios Formed on Investment - decile 5 (5),ew,W_select,a,n/a,subtract_rf,27,15.9422,15.5334,17.3253,0.6479,-16.4163
french,INV_D_decile06,10 Portfolios Formed on Investment - decile 6 (6),vw,W_common,a,n/a,subtract_rf,15,19.896,20.7838,13.6291,1.0808,-6.64
french,INV_D_decile06,10 Portfolios Formed on Investment - decile 6 (6),ew,W_common,a,n/a,subtract_rf,15,29.152,30.5699,22.0739,1.0861,-6.1
french,INV_D_decile06,10 Portfolios Formed on Investment - decile 6 (6),vw,W_select,a,n/a,subtract_rf,27,19.0222,19.9584,11.9707,1.1959,-10.7886
french,INV_D_decile06,10 Portfolios Formed on Investment - decile 6 (6),ew,W_select,a,n/a,subtract_rf,27,20.5911,20.7404,18.5447,0.8567,-15.1197
french,INV_D_decile07,10 Portfolios Formed on Investment - decile 7 (7),vw,W_common,a,n/a,subtract_rf,15,19.352,19.8921,15.2078,0.9329,-6.86
french,INV_D_decile07,10 Portfolios Formed on Investment - decile 7 (7),ew,W_common,a,n/a,subtract_rf,15,20.696,20.8651,18.7119,0.8287,-5.18
french,INV_D_decile07,10 Portfolios Formed on Investment - decile 7 (7),vw,W_select,a,n/a,subtract_rf,27,17.7778,18.2835,13.4998,0.9679,-6.86
french,INV_D_decile07,10 Portfolios Formed on Investment - decile 7 (7),ew,W_select,a,n/a,subtract_rf,27,16.9867,16.8873,16.4689,0.7449,-11.1313
french,INV_D_decile08,10 Portfolios Formed on Investment - decile 8 (8),vw,W_common,a,n/a,subtract_rf,15,31.896,35.9192,13.3309,2.0024,-5.57
french,INV_D_decile08,10 Portfolios Formed on Investment - decile 8 (8),ew,W_common,a,n/a,subtract_rf,15,20.8,20.3469,21.6725,0.7206,-6.35
french,INV_D_decile08,10 Portfolios Formed on Investment - decile 8 (8),vw,W_select,a,n/a,subtract_rf,27,22.6533,24.0569,13.7658,1.3057,-10.5558
french,INV_D_decile08,10 Portfolios Formed on Investment - decile 8 (8),ew,W_select,a,n/a,subtract_rf,27,14.56,13.915,17.6253,0.5584,-14.4353
french,INV_D_decile09,10 Portfolios Formed on Investment - decile 9 (9),vw,W_common,a,n/a,subtract_rf,15,22.112,23.374,14.198,1.1915,-5.62
french,INV_D_decile09,10 Portfolios Formed on Investment - decile 9 (9),ew,W_common,a,n/a,subtract_rf,15,20.92,20.3619,22.1919,0.7087,-5.61
french,INV_D_decile09,10 Portfolios Formed on Investment - decile 9 (9),vw,W_select,a,n/a,subtract_rf,27,24.3378,26.0753,14.078,1.3926,-9.9311
french,INV_D_decile09,10 Portfolios Formed on Investment - decile 9 (9),ew,W_select,a,n/a,subtract_rf,27,16.8933,16.2461,19.1966,0.6339,-15.1806
french,INV_D_decile10,10 Portfolios Formed on Investment - decile 10 (Hi),vw,W_common,a,n/a,subtract_rf,15,51.688,61.9,23.6264,1.9667,-5.15
french,INV_D_decile10,10 Portfolios Formed on Investment - decile 10 (Hi),ew,W_common,a,n/a,subtract_rf,15,11.392,9.2582,23.1961,0.2676,-8.72
